a,m,d,h,temp,hum,precip,viento
2018,10,8,20,22.3,89.38,0.12,4.15
2018,10,8,21,21.87,92.06,0.15,3.59
2018,10,8,22,21.18,93.69,0.17,6.4
2018,10,8,23,18.24,89.38,0.11,12.23
2018,10,9,0,16.99,82.81,0.06,11.15
2018,10,9,1,17.44,80.5,0.01,8.61
2018,10,9,2,17.76,79.88,0.01,7.12
2018,10,9,3,17.69,80.94,0.29,5.0
2018,10,9,4,17.34,83.56,1.37,4.62
2018,10,9,5,17.29,83.31,0.87,5.84
2018,10,9,6,16.98,83.38,0.37,4.03
2018,10,9,7,17.19,76.75,0.09,5.33
2018,10,9,8,17.98,73.12,0.0,5.55
2018,10,9,9,19.17,67.19,0.0,5.59
2018,10,9,10,20.12,61.12,0.0,6.01
2018,10,9,11,20.81,54.75,0.0,5.49
2018,10,9,12,21.27,50.94,0.0,5.28
2018,10,9,13,21.47,49.75,0.0,5.96
2018,10,9,14,21.41,49.38,0.0,6.44
2018,10,9,15,21.26,49.75,0.0,6.29
2018,10,9,16,20.98,51.38,0.0,6.46
2018,10,9,17,20.31,55.94,0.0,6.57
2018,10,9,18,19.32,61.06,0.0,7.1
2018,10,9,19,18.62,63.19,0.0,7.73
2018,10,9,20,17.98,62.44,0.0,7.97
2018,10,9,21,17.6,59.81,0.0,7.53
2018,10,9,22,17.3,57.69,0.0,6.95
2018,10,9,23,16.9,57.12,0.0,7.15
2018,10,10,0,16.51,58.06,0.0,8.04
2018,10,10,1,16.09,59.56,0.0,8.94
2018,10,10,2,15.7,60.69,0.0,9.01
2018,10,10,3,15.27,61.31,0.0,7.57
2018,10,10,4,14.9,59.88,0.0,5.4
2018,10,10,5,14.8,57.44,0.0,4.13
2018,10,10,6,15.26,55.75,0.0,3.74
2018,10,10,7,15.9,50.0,0.0,3.98
2018,10,10,8,16.69,46.75,0.0,4.49
2018,10,10,9,17.58,44.5,0.0,5.53
2018,10,10,10,18.05,44.19,0.0,6.29
2018,10,10,11,18.27,44.31,0.0,6.58
2018,10,10,12,18.52,44.69,0.0,6.69
2018,10,10,13,18.75,45.75,0.0,6.92
2018,10,10,14,18.87,47.56,0.0,7.28
2018,10,10,15,18.87,49.31,0.0,7.56
2018,10,10,16,18.65,51.12,0.0,7.72
2018,10,10,17,18.01,54.81,0.0,7.57
2018,10,10,18,17.01,60.12,0.0,7.7
2018,10,10,19,16.51,61.75,0.0,7.83
2018,10,10,20,16.22,62.38,0.0,7.77
2018,10,10,21,15.9,63.62,0.0,7.32
2018,10,10,22,15.62,65.5,0.0,6.53
2018,10,10,23,15.33,68.12,0.0,5.65
2018,10,11,0,15.08,70.62,0.0,5.04
2018,10,11,1,14.72,74.06,0.0,5.09
2018,10,11,2,14.27,77.75,0.0,5.27
2018,10,11,3,13.96,79.88,0.0,5.11
2018,10,11,4,13.8,80.88,0.0,5.1
2018,10,11,5,13.69,81.0,0.0,4.8
2018,10,11,6,13.7,80.19,0.0,4.96
2018,10,11,7,13.98,76.94,0.0,5.3
2018,10,11,8,14.35,73.94,0.0,5.54
2018,10,11,9,14.67,71.38,0.0,5.56
2018,10,11,10,14.87,68.88,0.13,5.33
2018,10,11,11,15.08,65.94,0.08,4.57
2018,10,11,12,14.89,65.0,0.12,3.63
2018,10,11,13,14.24,70.12,0.13,3.82
2018,10,11,14,14.26,72.88,0.07,4.79
2018,10,11,15,14.48,73.38,0.05,5.76
2018,10,11,16,14.55,73.56,0.03,6.59
2018,10,11,17,14.44,74.56,0.06,7.24
2018,10,11,18,14.17,76.75,0.06,7.66
2018,10,11,19,14.13,77.81,0.02,8.07
2018,10,11,20,14.09,78.62,0.14,8.09
2018,10,11,21,13.87,79.81,0.23,7.64
2018,10,11,22,13.64,80.44,0.05,6.92
2018,10,11,23,13.4,81.44,0.1,6.09
2018,10,12,0,13.16,82.5,0.38,5.3
2018,10,12,1,13.02,82.5,0.28,4.44
2018,10,12,2,12.92,83.06,0.2,4.29
2018,10,12,3,12.8,83.81,0.98,4.2
2018,10,12,4,12.7,85.88,0.79,4.69
2018,10,12,5,12.63,86.94,0.17,4.93
2018,10,12,6,12.84,86.62,0.08,5.14
2018,10,12,7,13.12,85.62,0.27,5.39
2018,10,12,8,13.47,84.0,0.06,5.32
2018,10,12,9,14.05,81.69,0.03,5.33
2018,10,12,10,14.82,78.94,0.02,5.33
2018,10,12,11,15.4,77.0,0.0,5.21
2018,10,12,12,15.76,76.0,0.0,5.14
2018,10,12,13,15.95,74.81,0.0,4.82
2018,10,12,14,15.94,74.12,0.0,4.29
2018,10,12,15,15.88,73.69,0.0,3.83
2018,10,12,16,15.87,73.69,0.0,3.55
2018,10,12,17,15.76,75.25,0.0,3.5
2018,10,12,18,15.26,78.62,0.0,3.5
2018,10,12,19,15.04,79.81,0.0,3.55
2018,10,12,20,14.89,80.5,0.0,3.45
2018,10,12,21,14.74,81.19,0.0,3.29
2018,10,12,22,14.61,81.44,0.0,2.96
2018,10,12,23,14.54,80.88,0.0,2.49
2018,10,13,0,14.48,79.81,0.0,2.0
2018,10,13,1,14.41,78.88,0.0,1.71
2018,10,13,2,14.33,78.75,0.0,1.81
2018,10,13,3,14.28,79.06,0.0,2.1
2018,10,13,4,14.24,79.25,0.0,2.5
2018,10,13,5,14.19,79.5,0.0,2.98
2018,10,13,6,14.8,78.31,0.0,3.49
2018,10,13,7,15.5,75.19,0.0,3.83
2018,10,13,8,16.44,71.12,0.0,4.27
2018,10,13,9,17.41,66.44,0.0,4.43
2018,10,13,10,18.26,62.56,0.0,4.22
2018,10,13,11,18.97,59.38,0.0,3.7
2018,10,13,12,19.56,56.5,0.0,3.04
2018,10,13,13,20.01,54.38,0.0,2.46
2018,10,13,14,20.21,56.5,0.0,1.8
2018,10,13,15,20.32,57.5,0.0,1.47
2018,10,13,16,20.26,61.12,0.0,1.33
2018,10,13,17,19.98,64.06,0.0,1.47
2018,10,13,18,19.4,62.25,0.0,2.14
2018,10,13,19,18.9,62.81,0.0,3.16
2018,10,13,20,18.4,65.75,0.0,4.27
2018,10,13,21,17.94,69.88,0.0,5.18
2018,10,13,22,17.45,73.75,0.0,5.84
2018,10,13,23,16.94,77.31,0.0,6.27
2018,10,14,0,16.42,80.56,0.0,6.46
2018,10,14,1,15.9,83.69,0.0,6.45
2018,10,14,2,15.44,86.69,0.0,6.37
2018,10,14,3,15.06,89.25,0.0,6.42
2018,10,14,4,14.74,91.56,0.0,6.57
2018,10,14,5,14.53,93.31,0.0,6.51
2018,10,14,6,15.12,90.69,0.0,6.48
2018,10,14,7,15.94,86.94,0.0,5.9
2018,10,14,8,17.76,74.62,0.0,6.68
2018,10,14,9,19.3,64.44,0.0,7.03
2018,10,14,10,20.14,61.25,0.0,6.5
2018,10,14,11,20.8,60.12,0.0,5.93
2018,10,14,12,21.28,60.75,0.0,5.39
2018,10,14,13,21.6,61.81,0.0,5.05
2018,10,14,14,21.79,62.44,0.0,4.99
2018,10,14,15,21.87,62.69,0.0,5.18
2018,10,14,16,21.68,64.81,0.0,5.2
2018,10,14,17,21.14,68.44,0.0,5.48
2018,10,14,18,20.26,71.94,0.0,6.21
2018,10,14,19,19.71,74.0,0.0,6.79
2018,10,14,20,19.2,76.0,0.0,6.91
2018,10,14,21,18.78,77.19,0.0,6.8
2018,10,14,22,18.32,78.81,0.0,6.8
2018,10,14,23,17.73,81.94,0.0,6.88
2018,10,15,0,17.15,85.25,0.0,6.96
2018,10,15,1,16.69,87.62,0.0,7.07
2018,10,15,2,16.46,87.56,0.0,7.47
2018,10,15,3,16.19,87.56,0.0,7.77
2018,10,15,4,15.92,87.81,0.0,7.84
2018,10,15,5,15.8,87.19,0.0,7.6
2018,10,15,6,16.24,84.38,0.0,7.26
2018,10,15,7,16.91,81.81,0.0,5.87
2018,10,15,8,18.3,75.81,0.0,6.05
2018,10,15,9,20.37,64.62,0.0,7.26
2018,10,15,10,21.58,61.19,0.0,6.77
2018,10,15,11,22.27,61.19,0.0,5.86
2018,10,15,12,22.69,61.75,0.0,5.13
2018,10,15,13,22.94,61.69,0.0,4.74
2018,10,15,14,23.0,61.69,0.0,4.55
2018,10,15,15,22.9,62.44,0.0,4.38
2018,10,15,16,22.59,65.12,0.0,4.06
2018,10,15,17,21.92,70.44,0.0,3.71
2018,10,15,18,20.99,73.38,0.0,4.04
2018,10,15,19,20.65,72.88,0.0,4.74
2018,10,15,20,20.34,72.56,0.0,5.59
2018,10,15,21,19.88,73.94,0.0,6.33
2018,10,15,22,19.37,76.5,0.0,6.83
2018,10,15,23,18.87,79.19,0.0,6.91
2018,10,16,0,18.38,82.06,0.0,6.74
2018,10,16,1,17.94,84.69,0.0,6.55
2018,10,16,2,17.61,86.69,0.0,6.45
2018,10,16,3,17.32,88.06,0.0,6.36
2018,10,16,4,17.05,88.44,0.0,6.24
2018,10,16,5,16.87,88.06,0.0,6.12
2018,10,16,6,17.53,84.25,0.0,6.11
2018,10,16,7,18.16,81.69,0.0,5.28
2018,10,16,8,19.32,78.25,0.0,5.02
2018,10,16,9,21.08,70.44,0.0,5.34
2018,10,16,10,22.12,66.38,0.0,4.39
2018,10,16,11,22.47,67.12,0.0,3.51
2018,10,16,12,22.71,67.25,0.0,3.12
2018,10,16,13,22.93,66.44,0.0,3.0
2018,10,16,14,23.1,65.56,0.0,2.95
2018,10,16,15,23.16,65.12,0.0,2.91
2018,10,16,16,23.05,66.19,0.0,2.79
2018,10,16,17,22.53,70.94,0.0,2.53
2018,10,16,18,21.59,75.31,0.0,2.66
2018,10,16,19,21.18,77.19,0.0,2.87
2018,10,16,20,20.8,78.94,0.0,3.09
2018,10,16,21,20.41,79.62,0.0,3.62
2018,10,16,22,19.93,81.75,0.0,4.29
2018,10,16,23,19.48,85.0,0.0,4.66
2018,10,17,0,19.15,87.56,0.0,4.79
2018,10,17,1,18.86,89.56,0.0,4.71
2018,10,17,2,18.63,90.94,0.0,4.44
2018,10,17,3,18.48,92.12,0.0,4.22
2018,10,17,4,18.37,93.62,0.0,4.42
2018,10,17,5,18.35,95.06,0.0,4.81
2018,10,17,6,19.15,92.56,0.0,5.62
2018,10,17,7,19.93,90.44,0.0,4.99
2018,10,17,8,21.01,87.0,0.02,3.44
2018,10,17,9,22.12,83.38,0.02,1.91
2018,10,17,10,23.26,75.88,0.04,0.92
2018,10,17,11,24.54,66.81,0.04,1.44
2018,10,17,12,24.86,64.81,0.05,1.88
2018,10,17,13,24.87,64.94,0.06,2.27
2018,10,17,14,24.57,67.0,0.05,2.81
2018,10,17,15,24.14,70.12,0.04,3.53
2018,10,17,16,23.55,74.44,0.02,4.43
2018,10,17,17,23.01,78.0,0.04,5.92
2018,10,17,18,22.01,83.31,0.01,6.27
2018,10,17,19,21.23,86.06,0.0,6.69
2018,10,17,20,20.79,87.38,0.0,6.36
2018,10,17,21,20.5,88.5,0.0,5.66
2018,10,17,22,20.24,89.69,0.0,5.2
2018,10,17,23,20.13,88.88,0.0,5.3
2018,10,18,0,19.49,93.81,0.0,5.12
2018,10,18,1,19.26,96.25,0.0,5.68
2018,10,18,2,19.26,95.94,0.0,6.19
2018,10,18,3,19.26,95.19,0.01,6.72
2018,10,18,4,19.26,94.12,0.01,7.12
2018,10,18,5,19.14,92.19,0.04,7.69
2018,10,18,6,19.21,88.5,0.03,8.37
2018,10,18,7,19.66,83.06,0.0,8.55
2018,10,18,8,20.23,78.44,0.0,8.11
2018,10,18,9,20.61,75.88,0.0,8.2
2018,10,18,10,21.23,73.0,0.0,8.13
2018,10,18,11,21.68,71.06,0.0,7.86
2018,10,18,12,21.97,70.06,0.0,7.55
2018,10,18,13,22.01,69.94,0.0,7.47
2018,10,18,14,21.83,70.44,0.0,7.7
2018,10,18,15,21.43,72.0,0.0,8.07
2018,10,18,16,20.84,74.56,0.0,8.13
2018,10,18,17,19.95,78.81,0.0,8.5
2018,10,18,18,18.9,83.25,0.0,8.85
2018,10,18,19,18.33,85.88,0.0,8.77
2018,10,18,20,18.09,86.38,0.0,9.21
2018,10,18,21,17.84,87.19,0.0,9.72
2018,10,18,22,17.62,87.38,0.0,10.09
2018,10,18,23,17.34,86.69,0.0,9.66
2018,10,19,0,16.92,87.44,0.0,9.1
2018,10,19,1,16.51,88.81,0.0,9.22
2018,10,19,2,16.33,89.75,0.0,9.35
2018,10,19,3,16.2,90.44,0.0,8.91
2018,10,19,4,16.23,90.81,0.0,8.67
2018,10,19,5,16.27,90.94,0.0,8.18
2018,10,19,6,16.7,87.88,0.0,8.26
2018,10,19,7,17.23,83.38,0.0,8.23
2018,10,19,8,17.66,80.69,0.05,7.88
2018,10,19,9,18.04,78.38,0.01,7.53
2018,10,19,10,18.44,75.75,0.0,7.27
2018,10,19,11,18.94,72.81,0.0,7.04
2018,10,19,12,19.31,71.06,0.0,7.15
2018,10,19,13,19.46,70.38,0.0,7.54
2018,10,19,14,19.44,70.06,0.0,8.1
2018,10,19,15,19.18,70.69,0.0,8.53
2018,10,19,16,18.69,72.38,0.0,8.46
2018,10,19,17,18.08,74.56,0.0,8.47
2018,10,19,18,17.32,77.38,0.0,8.97
2018,10,19,19,16.9,78.69,0.0,9.55
2018,10,19,20,16.74,79.38,0.0,9.38
2018,10,19,21,16.65,80.25,0.0,9.23
2018,10,19,22,16.6,80.56,0.0,9.17
2018,10,19,23,16.48,81.12,0.0,8.65
2018,10,20,0,16.23,81.56,0.0,7.84
2018,10,20,1,15.98,81.12,0.01,6.65
2018,10,20,2,15.65,80.69,0.06,5.53
2018,10,20,3,15.47,81.25,0.86,5.32
2018,10,20,4,15.38,81.81,0.41,6.12
2018,10,20,5,15.19,82.69,0.02,7.23
2018,10,20,6,15.26,80.94,0.0,7.89
2018,10,20,7,15.43,77.44,0.02,8.05
2018,10,20,8,15.65,74.69,0.0,7.49
2018,10,20,9,16.05,71.44,0.0,6.59
2018,10,20,10,16.51,67.5,0.01,5.58
2018,10,20,11,16.84,63.88,0.01,4.37
2018,10,20,12,17.07,61.75,0.02,3.64
2018,10,20,13,17.44,61.69,0.03,4.09
2018,10,20,14,17.83,61.62,0.02,4.69
2018,10,20,15,18.12,61.94,0.1,5.21
2018,10,20,16,18.18,63.25,0.22,5.7
2018,10,20,17,18.08,65.56,0.14,6.01
2018,10,20,18,17.72,70.38,0.02,7.03
2018,10,20,19,17.56,73.44,0.04,7.98
2018,10,20,20,17.46,75.0,0.16,8.25
2018,10,20,21,17.26,76.44,0.09,8.03
2018,10,20,22,16.99,77.12,0.02,7.54
2018,10,20,23,16.7,77.75,0.0,6.94
2018,10,21,0,16.45,78.94,0.0,6.75
2018,10,21,1,16.19,81.0,0.0,6.98
2018,10,21,2,16.01,82.31,0.0,7.01
2018,10,21,3,15.85,82.0,0.01,6.48
2018,10,21,4,15.65,81.69,0.01,6.16
2018,10,21,5,15.49,82.0,0.0,6.65
2018,10,21,6,15.75,80.38,0.0,7.46
2018,10,21,7,16.2,76.69,0.0,7.81
2018,10,21,8,16.86,73.31,0.0,7.31
2018,10,21,9,17.65,70.12,0.0,6.57
2018,10,21,10,18.44,66.69,0.0,5.51
2018,10,21,11,18.95,64.06,0.0,4.46
2018,10,21,12,19.4,62.06,0.0,3.72
2018,10,21,13,19.94,60.75,0.0,3.59
2018,10,21,14,20.37,59.25,0.0,2.81
2018,10,21,15,20.66,57.44,0.0,1.35
2018,10,21,16,20.55,61.31,0.17,2.23
2018,10,21,17,19.8,68.0,0.24,3.37
2018,10,21,18,19.02,74.69,0.09,4.33
2018,10,21,19,18.58,77.31,0.02,4.6
2018,10,21,20,18.37,78.56,0.0,4.27
2018,10,21,21,18.35,78.94,0.0,3.86
2018,10,21,22,18.23,79.38,0.0,3.41
2018,10,21,23,18.2,79.0,0.0,2.89
2018,10,22,0,18.24,77.94,0.0,2.19
2018,10,22,1,18.18,78.25,0.0,2.1
2018,10,22,2,17.83,81.44,0.0,3.1
2018,10,22,3,17.36,85.0,0.0,4.05
2018,10,22,4,16.94,86.94,0.0,4.49
2018,10,22,5,16.76,87.38,0.0,4.58
2018,10,22,6,17.33,84.31,0.0,4.56
2018,10,22,7,17.73,81.81,0.0,4.43
2018,10,22,8,18.26,78.25,0.0,4.16
2018,10,22,9,18.91,73.25,0.0,3.73
2018,10,22,10,19.61,68.25,0.0,3.87
2018,10,22,11,20.15,63.62,0.0,4.12
2018,10,22,12,20.58,59.44,0.01,4.37
2018,10,22,13,20.94,55.81,0.01,4.6
2018,10,22,14,21.23,53.69,0.0,4.62
2018,10,22,15,21.28,54.0,0.0,4.48
2018,10,22,16,21.12,55.69,0.01,4.24
2018,10,22,17,20.7,59.06,0.0,4.11
2018,10,22,18,19.96,62.94,0.0,4.38
2018,10,22,19,19.41,65.88,0.0,4.67
2018,10,22,20,18.9,69.06,0.0,4.91
2018,10,22,21,18.36,72.75,0.0,5.37
2018,10,22,22,17.67,77.0,0.0,6.13
2018,10,22,23,17.15,79.44,0.0,6.99
2018,10,23,0,16.73,80.12,0.0,7.77
2018,10,23,1,16.19,79.0,0.0,8.12
2018,10,23,2,15.62,78.56,0.0,8.06
2018,10,23,3,15.2,78.44,0.0,7.88
2018,10,23,4,14.87,78.19,0.0,7.68
2018,10,23,5,14.7,78.5,0.01,7.39
2018,10,23,6,15.26,76.31,0.01,7.41
2018,10,23,7,15.83,73.25,0.0,7.29
2018,10,23,8,16.42,70.5,0.0,7.0
2018,10,23,9,16.94,68.06,0.0,6.98
2018,10,23,10,17.27,66.44,0.0,7.23
2018,10,23,11,17.54,64.75,0.0,7.4
2018,10,23,12,17.72,63.31,0.0,7.34
2018,10,23,13,17.76,62.62,0.0,7.16
2018,10,23,14,17.55,63.44,0.0,7.08
2018,10,23,15,17.14,65.62,0.0,7.3
2018,10,23,16,16.54,68.69,0.0,7.65
2018,10,23,17,15.85,72.5,0.0,8.11
2018,10,23,18,15.13,76.62,0.0,8.59
2018,10,23,19,14.65,79.44,0.0,9.06
2018,10,23,20,14.45,80.94,0.0,8.85
2018,10,23,21,14.3,81.75,0.0,8.37
2018,10,23,22,14.15,82.25,0.0,7.74
2018,10,23,23,14.07,82.62,0.0,7.06
2018,10,24,0,14.09,82.75,0.02,6.78
2018,10,24,1,14.04,83.56,0.13,6.84
2018,10,24,2,13.95,84.88,0.22,7.45
2018,10,24,3,13.84,85.19,0.09,7.4
2018,10,24,4,13.71,84.81,0.02,6.22
2018,10,24,5,13.69,84.31,0.0,5.47
2018,10,24,6,14.0,82.62,0.0,5.51
2018,10,24,7,14.32,81.38,0.07,6.19
2018,10,24,8,14.63,80.25,1.42,6.64
2018,10,24,9,14.97,78.19,0.54,5.9
2018,10,24,10,15.23,76.12,0.14,4.59
2018,10,24,11,14.86,78.06,0.13,3.79
2018,10,24,12,14.83,80.94,0.26,5.56
2018,10,24,13,15.02,80.19,0.18,6.84
2018,10,24,14,15.19,79.69,0.11,7.27
2018,10,24,15,15.2,80.25,0.16,7.07
2018,10,24,16,15.22,81.19,0.25,7.07
2018,10,24,17,15.37,82.19,0.33,7.1
2018,10,24,18,15.56,83.69,0.35,7.12
2018,10,24,19,15.76,85.06,0.31,7.34
2018,10,24,20,16.05,85.38,0.19,7.46
2018,10,24,21,16.33,85.38,0.05,7.27
2018,10,24,22,16.53,85.12,0.01,6.94
2018,10,24,23,16.51,85.75,0.0,6.37
2018,10,25,0,16.25,86.94,0.0,5.57
2018,10,25,1,15.99,87.56,0.0,4.87
2018,10,25,2,15.83,87.0,0.0,4.1
2018,10,25,3,15.76,85.81,0.0,3.3
2018,10,25,4,15.76,84.06,0.01,2.42
2018,10,25,5,15.8,82.38,0.01,1.59
2018,10,25,6,16.27,80.94,0.0,1.52
2018,10,25,7,16.76,80.25,0.0,2.09
2018,10,25,8,17.4,79.25,0.0,3.05
2018,10,25,9,18.22,75.56,0.0,3.91
2018,10,25,10,18.76,72.5,0.0,4.37
2018,10,25,11,19.1,70.69,0.0,4.78
2018,10,25,12,19.37,68.81,0.0,4.24
2018,10,25,13,19.65,67.56,0.0,3.66
2018,10,25,14,19.62,68.0,0.0,3.79
2018,10,25,15,19.52,69.69,0.0,4.53
2018,10,25,16,19.38,71.88,0.0,4.86
2018,10,25,17,19.04,75.12,0.0,4.72
2018,10,25,18,18.44,79.06,0.0,5.09
2018,10,25,19,17.94,82.25,0.0,5.48
2018,10,25,20,17.47,84.88,0.0,5.56
2018,10,25,21,16.99,87.12,0.0,5.46
2018,10,25,22,16.58,88.81,0.0,5.0
2018,10,25,23,16.32,89.44,0.0,4.51
2018,10,26,0,16.22,89.31,0.0,4.23
2018,10,26,1,16.15,89.38,0.0,4.23
2018,10,26,2,16.1,90.06,0.0,4.72
2018,10,26,3,16.01,91.25,0.0,5.34
2018,10,26,4,15.76,92.12,0.0,4.61
2018,10,26,5,15.73,92.62,0.0,5.52
2018,10,26,6,16.0,90.81,0.0,5.65
2018,10,26,7,16.22,88.88,0.0,5.54
2018,10,26,8,16.49,86.25,0.0,5.69
2018,10,26,9,16.66,84.56,0.0,5.79
2018,10,26,10,16.79,82.75,0.0,5.02
2018,10,26,11,17.06,81.0,0.0,4.76
2018,10,26,12,17.43,79.44,0.0,4.97
2018,10,26,13,17.67,78.19,0.0,5.12
2018,10,26,14,17.79,77.25,0.0,4.95
2018,10,26,15,17.8,76.81,0.0,4.78
2018,10,26,16,17.77,77.38,0.0,5.09
2018,10,26,17,17.58,78.81,0.0,5.47
2018,10,26,18,17.01,82.38,0.0,5.53
2018,10,26,19,16.66,84.19,0.0,5.7
2018,10,26,20,16.51,84.94,0.0,5.62
2018,10,26,21,16.36,85.88,0.0,5.36
2018,10,26,22,16.2,87.25,0.0,5.22
2018,10,26,23,16.01,89.06,0.0,5.06
2018,10,27,0,15.8,90.75,0.0,4.8
2018,10,27,1,15.65,91.69,0.0,4.54
2018,10,27,2,15.56,92.12,0.0,4.47
2018,10,27,3,15.51,92.38,0.0,4.63
2018,10,27,4,15.49,92.5,0.0,4.97
2018,10,27,5,15.61,91.81,0.0,5.27
2018,10,27,6,16.37,87.0,0.0,5.3
2018,10,27,7,16.58,83.31,0.0,4.0
2018,10,27,8,16.73,79.62,0.0,2.59
2018,10,27,9,17.25,74.62,0.0,2.1
2018,10,27,10,18.01,68.88,0.0,1.98
2018,10,27,11,18.59,65.69,0.0,2.09
2018,10,27,12,19.05,63.44,0.0,2.15
2018,10,27,13,19.44,62.0,0.0,2.46
2018,10,27,14,19.76,61.31,0.0,3.0
2018,10,27,15,19.92,61.5,0.0,3.65
2018,10,27,16,19.79,63.31,0.0,4.35
2018,10,27,17,19.4,67.06,0.0,5.03
2018,10,27,18,18.65,73.06,0.0,5.7
2018,10,27,19,18.05,77.88,0.0,6.31
2018,10,27,20,17.7,80.25,0.0,6.5
2018,10,27,21,17.55,81.12,0.0,6.17
2018,10,27,22,17.33,81.69,0.0,5.77
2018,10,27,23,17.15,81.88,0.0,5.42
2018,10,28,0,16.83,82.81,0.0,5.1
2018,10,28,1,16.51,84.06,0.0,4.92
2018,10,28,2,16.29,84.94,0.0,4.77
2018,10,28,3,16.2,85.0,0.0,4.55
2018,10,28,4,16.15,84.88,0.0,4.26
2018,10,28,5,16.33,83.81,0.0,4.08
2018,10,28,6,16.98,81.56,0.0,4.01
2018,10,28,7,17.55,78.81,0.0,3.7
2018,10,28,8,18.5,73.25,0.0,3.0
2018,10,28,9,19.31,66.56,0.0,2.12
2018,10,28,10,19.98,61.69,0.0,1.8
2018,10,28,11,20.46,58.38,0.0,1.88
2018,10,28,12,20.88,56.0,0.0,1.9
2018,10,28,13,21.24,54.5,0.0,1.9
2018,10,28,14,21.43,54.69,0.0,1.83
2018,10,28,15,21.48,57.06,0.0,1.81
2018,10,28,16,21.46,59.12,0.0,2.04
2018,10,28,17,21.24,62.44,0.0,2.53
2018,10,28,18,20.69,66.62,0.0,3.34
2018,10,28,19,20.32,68.81,0.0,4.27
2018,10,28,20,19.89,72.06,0.0,4.94
2018,10,28,21,19.41,76.31,0.0,5.21
2018,10,28,22,18.97,80.88,0.0,5.33
2018,10,28,23,18.62,84.75,0.0,5.47
2018,10,29,0,18.37,87.38,0.0,5.62
2018,10,29,1,18.23,88.56,0.0,5.77
2018,10,29,2,18.21,87.94,0.0,6.25
2018,10,29,3,18.08,88.31,0.0,6.51
2018,10,29,4,17.98,88.56,0.0,6.71
2018,10,29,5,18.05,87.44,0.0,6.76
2018,10,29,6,18.6,83.62,0.0,6.65
2018,10,29,7,19.35,79.31,0.0,6.56
2018,10,29,8,20.67,71.75,0.0,7.0
2018,10,29,9,21.64,66.69,0.0,6.61
2018,10,29,10,22.19,66.12,0.0,5.72
2018,10,29,11,22.58,67.19,0.0,4.86
2018,10,29,12,22.81,67.62,0.01,4.35
2018,10,29,13,22.9,67.69,0.0,4.05
2018,10,29,14,22.99,67.69,0.01,3.85
2018,10,29,15,23.0,67.94,0.01,3.69
2018,10,29,16,22.75,70.0,0.01,3.41
2018,10,29,17,22.35,73.56,0.0,3.35
2018,10,29,18,21.9,76.19,0.0,3.79
2018,10,29,19,21.65,77.44,0.0,4.69
2018,10,29,20,21.32,78.69,0.0,5.63
2018,10,29,21,20.91,79.44,0.0,6.61
2018,10,29,22,20.44,79.31,0.0,7.59
2018,10,29,23,19.98,78.62,0.0,7.59
2018,10,30,0,19.51,79.62,0.01,6.95
2018,10,30,1,19.04,82.38,0.02,6.69
2018,10,30,2,18.72,85.38,0.05,6.53
2018,10,30,3,18.52,87.5,0.23,6.46
2018,10,30,4,18.37,89.12,0.2,6.67
2018,10,30,5,18.21,90.75,0.08,6.68
2018,10,30,6,18.34,89.62,0.02,6.89
2018,10,30,7,18.62,88.75,0.01,6.42
2018,10,30,8,19.12,85.88,0.01,5.84
2018,10,30,9,19.72,81.5,0.0,5.89
2018,10,30,10,20.48,77.81,0.02,6.09
2018,10,30,11,20.93,75.38,0.09,5.81
2018,10,30,12,21.02,75.12,0.41,5.01
2018,10,30,13,20.73,76.19,0.61,3.72
2018,10,30,14,20.74,76.44,0.21,2.59
2018,10,30,15,20.58,78.0,0.44,1.48
2018,10,30,16,19.97,83.44,1.46,2.43
2018,10,30,17,19.55,87.5,2.0,3.55
2018,10,30,18,19.37,88.5,0.84,3.47
2018,10,30,19,19.25,88.38,0.22,3.04
2018,10,30,20,19.08,89.0,0.21,3.6
2018,10,30,21,18.81,90.06,0.15,3.5
2018,10,30,22,18.78,90.19,0.1,3.19
2018,10,30,23,18.58,90.75,0.05,4.5
2018,10,31,0,18.48,89.0,0.02,4.92
2018,10,31,1,18.24,87.12,0.01,4.86
2018,10,31,2,17.94,86.62,0.0,5.62
2018,10,31,3,17.66,86.31,0.0,6.88
2018,10,31,4,17.1,88.88,0.0,7.85
2018,10,31,5,16.57,91.25,0.0,6.91
2018,10,31,6,16.77,88.75,0.0,7.37
2018,10,31,7,17.05,87.19,0.0,7.08
2018,10,31,8,17.47,83.81,0.0,6.76
2018,10,31,9,18.12,80.44,0.0,7.35
2018,10,31,10,19.11,75.88,0.0,7.82
2018,10,31,11,19.85,72.38,0.0,6.96
2018,10,31,12,20.07,71.25,0.0,6.45
2018,10,31,13,20.04,71.25,0.0,6.74
2018,10,31,14,19.66,72.44,0.0,7.57
2018,10,31,15,19.16,73.75,0.0,8.34
2018,10,31,16,18.86,73.19,0.0,8.13
2018,10,31,17,18.62,71.69,0.0,7.6
2018,10,31,18,18.15,71.25,0.0,7.17
2018,10,31,19,17.55,71.5,0.0,7.73
2018,10,31,20,16.55,72.5,0.0,8.73
2018,10,31,21,15.38,73.81,0.0,9.38
2018,10,31,22,14.26,77.12,0.0,9.4
2018,10,31,23,13.28,82.06,0.0,8.74
2018,11,1,0,12.6,85.88,0.0,7.97
2018,11,1,1,12.16,87.88,0.0,7.58
2018,11,1,2,11.92,87.94,0.0,7.56
